Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,CLEAN_DESC,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,STANDARDIZED_DIMENSIONS,STAGE1_STATUS
96263-46-06,96263-46-06 CAT5E Wire (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woods Wire Southwire (7579),96263-46-06 CAT5E Wire (Linear Foot),Woods Wire Southwire,Woods Wire Southwire,96263-46-06,96263-46-06 CAT5E Wire (Linear Foot),NORMALIZED
R50003-ID,16-2 Stranded Wire CL3 500' (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),16-2 Stranded Wire CL3 500' (Linear Foot),Southwire/g Turner,Southwire/g Turner,R50003-ID,16-2 Stranded Wire CL3 500' (Linear Foot),NORMALIZED
10-4 SO,10-4 SO Cord (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),10-4 SO Cord (Linear Foot),Southwire/g Turner,Southwire/g Turner,10-4 SO,10-4 SO Cord (Linear Foot),NORMALIZED
23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),Unknown Manufacturer,Unknown Brand,23346-0408,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),NORMALIZED
2/2/4 UD ALUM,2/2/4 UD Aluminum Triplex Wire (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),2/2/4 UD Aluminum Triplex Wire (Linear Foot),Southwire/g Turner,Southwire/g Turner,2/2/4 UD ALUM,2/2/4 UD Aluminum Triple x Wire (Linear Foot),NORMALIZED
55418901,6/6/6 UD Triplex Aluminum Wire,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),6/6/6 UD Triplex Aluminum Wire,Southwire/g Turner,Southwire/g Turner,55418901,6/6/6 UD Triple x Aluminum Wire,NORMALIZED
CG50K,"CG50K 1/2"" Cord Grip Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fenton Bros Electric Inc (FENBR),"CG50K 1/2"" Cord Grip Kit",Fenton Bros Electric Inc,Fenton Bros Electric Inc,CG50K,"CG50K 1/2"" Cord Grip Kit",NORMALIZED
R02-D215P-1RW,R02D215P1RW 15A Mini Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R02D215P1RW 15A Mini Outlet Wh,Leviton Mfg Co,Leviton Mfg Co,R02-D215P-1RW,R02D215P1RW 15A Mini Outlet Wh,NORMALIZED
PBUC013,PBUC013 15A Wall Tap w/USB,-- Unbranded --,-- No Unilog Brand --,Prime,Prime Wire & Cable (3562),PBUC013 15A Wall Tap w/USB,Prime Wire & Cable,Prime Wire & Cable,PBUC013,PBUC013 15A Wall Tap w/USB,NORMALIZED
R00-GFNT1-00K,R00GFNT100K 15A Outlet Br,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R00GFNT100K 15A Outlet Br,Leviton Mfg Co,Leviton Mfg Co,R00-GFNT1-00K,R00GFNT100K 15A Outlet Br,NORMALIZED
R92-GFWT1-0KW,R92GFWT10KW 15A GFCI Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R92GFWT10KW 15A GFCI Outlet Wh,Leviton Mfg Co,Leviton Mfg Co,R92-GFWT1-0KW,R92GFWT10KW 15A GFCI Outlet Wh,NORMALIZED
R12-AGTR1-0KW,R12AGTR10KW 15A GFCI Outler Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R12AGTR10KW 15A GFCI Outler Wh,Leviton Mfg Co,Leviton Mfg Co,R12-AGTR1-0KW,R12AGTR10KW 15A GFCI Outler Wh,NORMALIZED
R62-GFTA1-0KW,R92GFTA10KW 15A GFCI Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R92GFTA10KW 15A GFCI Outlet Wh,Leviton Mfg Co,Leviton Mfg Co,R62-GFTA1-0KW,R92GFTA10KW 15A GFCI Outlet Wh,NORMALIZED
165-04729-00C,1650472900C 15A 125V Cord Conn,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),1650472900C 15A 125V Cord Conn,Leviton Mfg Co,Leviton Mfg Co,165-04729-00C,1650472900C 15A 125V Cord Conn,NORMALIZED
161-04720-00C,1610472000C 15A 125V Cord Conn,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),1610472000C 15A 125V Cord Conn,Leviton Mfg Co,Leviton Mfg Co,161-04720-00C,1610472000C 15A 125V Cord Conn,NORMALIZED
R02-GUAC1-0BW,R02GUAC10BW 15A/USB Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R02GUAC10BW 15A/USB Outlet Wh,Leviton Mfg Co,Leviton Mfg Co,R02-GUAC1-0BW,R02GUAC10BW 15A/USB Outlet Wh,NORMALIZED
R56-CBR15-00T,R56CBR1500T 15A Outlet LA,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R56CBR1500T 15A Outlet LA,Leviton Mfg Co,Leviton Mfg Co,R56-CBR15-00T,R56CBR1500T 15A Outlet LA,NORMALIZED
R20-05378-P00,R2005378P00 6-50R Welder Outet,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R2005378P00 6-50R Welder Outet,Leviton Mfg Co,Leviton Mfg Co,R20-05378-P00,R2005378P00 6-50R Welder Outet,NORMALIZED
WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),WC1V12WSGUPC 1G Cover Wh,Southwire/g Turner,Southwire/g Turner,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,NORMALIZED
R51-GSRA1-THD,R5GSRA1THD 15A GFCI Plug,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R5GSRA1THD 15A GFCI Plug,Robert Bosch Tool Corporation,Bosch®,R51-GSRA1-THD,R5GSRA1THD 15A GFCI Plug,NORMALIZED
R62-CBR15-00W,R62CBR1500W 15A Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R62CBR1500W 15A Outlet Wh,Leviton Mfg Co,Leviton Mfg Co,R62-CBR15-00W,R62CBR1500W 15A Outlet Wh,NORMALIZED
S03-05226-IS,S0305226IS IV Switch / Pilot,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),S0305226IS IV Switch / Pilot,Leviton Mfg Co,Leviton Mfg Co,S03-05226-IS,S0305226IS IV Switch / Pilot,NORMALIZED
174-0CSB3-15W,174-OCSB3-15A Toggle 3-Way Switch Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Leviton Mfg Co (4927),174-OCSB3-15A Toggle 3-Way Switch Wh,Leviton Mfg Co,Leviton Mfg Co,174-0CSB3-15W,174-OCSB3-15A Toggle 3-Way Switch Wh,NORMALIZED
R50-0SL13-000,T50-0SL13000 1G Wallplate SS - Blank,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),T50-0SL13000 1G Wallplate SS - Blank,Leviton Mfg Co,Leviton Mfg Co,R50-0SL13-000,T50-0SL13000 1G Wallplate SS - Blank,NORMALIZED
R52-0PJ13-00W,R520PJ1300W 1G Wallplate Wh - Blank,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),R520PJ1300W 1G Wallplate Wh - Blank,Leviton Mfg Co,Leviton Mfg Co,R52-0PJ13-00W,R520PJ1300W 1G Wallplate Wh - Blank,NORMALIZED
XOU2470BCGS,XOU2470BCGS Tall Beverage Center SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),XOU2470BCGS Tall Beverage Center SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,XOU2470BCGS, x OU2470BCGS Tall Beverage Center SS,NORMALIZED
XOU24BCGSR,XOU24BCGSR Beverage Center SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),XOU24BCGSR Beverage Center SS,Robert Bosch Tool Corporation,Bosch®,XOU24BCGSR, x OU24BCGSR Beverage Center SS,NORMALIZED
XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),XOU24WDZGBR Beverage Center Bk,Appliance Dealers Cooperative,Appliance Dealers Cooperative,XOU24WDZGBR, x OU24WDZGBR Beverage Center Bk,NORMALIZED
C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CDAAS3PD3 Café Drip Coffee Maker MB,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,NORMALIZED
C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CDAAS4PW3 Café Drip Coffee Maker MW,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,NORMALIZED
C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CDABS2RS3 Cafe Coffee Maker,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,NORMALIZED
C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CDABS3RD3 Café Coffee Maker MB,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,NORMALIZED
C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CDABS4RW3 Café Coffee Maker MW,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,NORMALIZED
C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CEBBS2RS3 Cafe Auto Espresso Machine SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,NORMALIZED
C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CEBBS4RW3 Café Auto Espresso Machine Wh,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,NORMALIZED
C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CESAS2RS3 Café Espresso SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,NORMALIZED
C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CESAS3RD3 Café Espresso Machine MB,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,NORMALIZED
C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C7CESAS4RW3 Cafe Espresso Wh,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,NORMALIZED
WOSP30100SS,WOSP30100SS Beko Wall Oven SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),WOSP30100SS Beko Wall Oven SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,WOSP30100SS,WOSP30100SS Beko Wall Oven SS,NORMALIZED
MSER2090S,MSER2090S LG Microwave SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),MSER2090S LG Microwave SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,MSER2090S,MSER2090S LG Microwave SS,NORMALIZED
GCST16S1WSS,GCST16S1WSS GE Microwave SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),GCST16S1WSS GE Microwave SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,GCST16S1WSS,GCST16S1WSS GE Microwave SS,NORMALIZED
PCWK15C1WSS,PCWK15C1WSS GE Microwave,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),PCWK15C1WSS GE Microwave,Appliance Dealers Cooperative,Appliance Dealers Cooperative,PCWK15C1WSS,PCWK15C1WSS GE Microwave,NORMALIZED
SMC2266KS,SMC2266KS Microwave SS Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),SMC2266KS Microwave SS Display Only,Appliance Dealers Cooperative,Appliance Dealers Cooperative,SMC2266KS,SMC2266KS Microwave SS Display Only,NORMALIZED
SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),SMD2479JS Microwave Drawer SS Display Only,Appliance Dealers Cooperative,Appliance Dealers Cooperative,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,NORMALIZED
PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"PEP9030DTBB 30"" GE Cooktop Bk",Appliance Dealers Cooperative,Appliance Dealers Cooperative,PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",NORMALIZED
CES700P3MD1,"CES700P3MD1 Cafe 30"" Range Bk - Display",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"CES700P3MD1 Cafe 30"" Range Bk - Display",3M,3M™,CES700P3MD1,"CES700P3MD1 Cafe 30"" Range Bk - Display",NORMALIZED
PS960YPFS,"PS960YPFS 30"" GE Electric Range SS - Display Only",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"PS960YPFS 30"" GE Electric Range SS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,PS960YPFS,"PS960YPFS 30"" GE Electric Range SS",NORMALIZED
PB900YVFS,"PB900YVFS Elect 30"" Range SS",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"PB900YVFS Elect 30"" Range SS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,PB900YVFS,"PB900YVFS Elect 30"" Range SS",NORMALIZED
PCFE3080AF,"PCFE3080AF 30"" Elect Range SS - Display Only",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"PCFE3080AF 30"" Elect Range SS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,PCFE3080AF,"PCFE3080AF 30"" Elect Range SS",NORMALIZED
SLER30524SS,"SLER30524SS 30"" Elect Range SS",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"SLER30524SS 30"" Elect Range SS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,SLER30524SS,"SLER30524SS 30"" Elect Range SS",NORMALIZED
LSEL6333ZE,"LSEL6333ZE LG 30"" Elec Range BS-Display Only",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"LSEL6333ZE LG 30"" Elec Range BS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,LSEL6333ZE,"LSEL6333ZE LG 30"" Elec Range BS",NORMALIZED
KSES530SBE,"KSES530SBE 30"" Elect Range BO Display Only",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"KSES530SBE 30"" Elect Range BO Display Only",Appliance Dealers Cooperative,Appliance Dealers Cooperative,KSES530SBE,"KSES530SBE 30"" Elect Range BO Display Only",NORMALIZED
GCFG3661AF,"GCFG3661AF 36"" Frigidaire Gas Range SS",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"GCFG3661AF 36"" Frigidaire Gas Range SS",Rheem Manufacturing,FRIGIDAIRE®,GCFG3661AF,"GCFG3661AF 36"" Frigidaire Gas Range SS",NORMALIZED
WSGS7530RZ,"WSGS7530RZ 30"" Gas Range SS - Display Only",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"WSGS7530RZ 30"" Gas Range SS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,WSGS7530RZ,"WSGS7530RZ 30"" Gas Range SS",NORMALIZED
CHP90301TBB,CHP90301TBB Café Cooktop Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),CHP90301TBB Café Cooktop Bk,Appliance Dealers Cooperative,Appliance Dealers Cooperative,CHP90301TBB,CHP90301TBB Café Cooktop Bk,NORMALIZED
CVM517P3RD1,CVM517P3RD1 Cafe Microwave Bk - Display,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),CVM517P3RD1 Cafe Microwave Bk - Display,Appliance Dealers Cooperative,Appliance Dealers Cooperative,CVM517P3RD1,CVM517P3RD1 Cafe Microwave Bk - Display,NORMALIZED
PMOS1980AF,PMOS1980AF OTR Microwave SS - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),PMOS1980AF OTR Microwave SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,PMOS1980AF,PMOS1980AF OTR Microwave SS,NORMALIZED
WMMS3330RZ,WMMS3330RZ OTR Mocrowave SS - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),WMMS3330RZ OTR Mocrowave SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,WMMS3330RZ,WMMS3330RZ OTR Mocrowave SS,NORMALIZED
KMMF530PBE,KMMF530PBE OTR Microwave BO Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),KMMF530PBE OTR Microwave BO Display Only,Appliance Dealers Cooperative,Appliance Dealers Cooperative,KMMF530PBE,KMMF530PBE OTR Microwave BO Display Only,NORMALIZED
JXGRILL1,JXGRILL1 GE Range Grill,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),JXGRILL1 GE Range Grill,Appliance Dealers Cooperative,Appliance Dealers Cooperative,JXGRILL1,J x GRILL1 GE Range Grill,NORMALIZED
C9TMA2S3PD3,C9TMA2S3PD3 Café Toaster MB,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C9TMA2S3PD3 Café Toaster MB,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C9TMA2S3PD3,C9TMA2S3PD3 Café Toaster MB,NORMALIZED
C9TMA2S4PW3,C9TMA2S4PW3 Café Toaster MW,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C9TMA2S4PW3 Café Toaster MW,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C9TMA2S4PW3,C9TMA2S4PW3 Café Toaster MW,NORMALIZED
C90AAAS2RS3,C90AAAS2RS3 Cafe Toast Oven SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C90AAAS2RS3 Cafe Toast Oven SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C90AAAS2RS3,C90AAAS2RS3 Cafe Toast Oven SS,NORMALIZED
C9TMA2SP2PS3,C9TMA2S2PS3 Cafe Toaster SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),C9TMA2S2PS3 Cafe Toaster SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,C9TMA2SP2PS3,C9TMA2S2PS3 Cafe Toaster SS,NORMALIZED
GDE21EMKES,GDE21EMKES GE 21CF Fridge SL Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),GDE21EMKES GE 21CF Fridge SL Display Only,Appliance Dealers Cooperative,Appliance Dealers Cooperative,GDE21EMKES,GDE21EMKES GE 21CF Fridge SL Display Only,NORMALIZED
FCM16SLWW,FCM16SLWW 16CF GE Freezer Chest MH,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),FCM16SLWW 16CF GE Freezer Chest MH,Appliance Dealers Cooperative,Appliance Dealers Cooperative,FCM16SLWW,FCM16SLWW 16CF GE Freezer Chest MH,NORMALIZED
GNE27JYMFS,GNE27JYMFS GE Fridge SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),GNE27JYMFS GE Fridge SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,GNE27JYMFS,GNE27JYMFS GE Fridge SS,NORMALIZED
CVE28DP3ND1,CVE28DP3ND1 Cafe Fridge Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),CVE28DP3ND1 Cafe Fridge Bk,Appliance Dealers Cooperative,Appliance Dealers Cooperative,CVE28DP3ND1,CVE28DP3ND1 Cafe Fridge Bk,NORMALIZED
GNE25JMKES,GNE25JMKES GE Fridge Slate - Display,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),GNE25JMKES GE Fridge Slate - Display,Appliance Dealers Cooperative,Appliance Dealers Cooperative,GNE25JMKES,GNE25JMKES GE Fridge Slate - Display,NORMALIZED
PRFS2883AF,"PRFS2883AF 36"" Fridge SS - Display Only",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),"PRFS2883AF 36"" Fridge SS",Appliance Dealers Cooperative,Appliance Dealers Cooperative,PRFS2883AF,"PRFS2883AF 36"" Fridge SS",NORMALIZED
PAD28BYTFS,PAD28BYTFS GE Fridge SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),PAD28BYTFS GE Fridge SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,PAD28BYTFS,PAD28BYTFS GE Fridge SS,NORMALIZED
PGE29BYTFS,PGE29BYTFS GE Fridge SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),PGE29BYTFS GE Fridge SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,PGE29BYTFS,PGE29BYTFS GE Fridge SS,NORMALIZED
ERFD19CGCS,ERFD19CGCS Element Fridge SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),ERFD19CGCS Element Fridge SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,ERFD19CGCS,ERFD19CGCS Element Fridge SS,NORMALIZED
LT18S2100W,LT18S2100W LG Fridge Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),LT18S2100W LG Fridge Wh,Appliance Dealers Cooperative,Appliance Dealers Cooperative,LT18S2100W,LT18S2100W LG Fridge Wh,NORMALIZED
LT18S2100SS,LT18S2100S 18CF LG Fridge SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),LT18S2100S 18CF LG Fridge SS,Appliance Dealers Cooperative,Appliance Dealers Cooperative,LT18S2100SS,LT18S2100S 18CF LG Fridge SS,NORMALIZED
EUF17CDBW,EUF17CDBW Element 17CF Freezer - Upright,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),EUF17CDBW Element 17CF Freezer - Upright,Appliance Dealers Cooperative,Appliance Dealers Cooperative,EUF17CDBW,EUF17CDBW Element 17CF Freezer - Upright,NORMALIZED
